release_year,genres,vote_average
1960,Drama,8.0
1960,Horror,8.0
1960,Thriller,8.0
1960,Action,7.0
1960,Adventure,7.0
1960,Western,7.0
1960,Action,6.8984375
1960,Drama,6.8984375
1960,History,6.8984375
1960,Comedy,7.8984375
1960,Drama,7.8984375
1960,Romance,7.8984375
1960,Comedy,4.8984375
1960,Romance,4.8984375
1960,Thriller,7.30078125
1960,Adventure,7.30078125
1960,Fantasy,7.30078125
1960,Science Fiction,7.30078125
1960,Romance,7.30078125
1960,Horror,7.3984375
1960,Thriller,7.3984375
1960,Adventure,6.8984375
1960,Family,6.8984375
1960,Thriller,6.6015625
1960,Music,6.6015625
1960,Comedy,6.6015625
1960,Crime,6.6015625
1960,Action,4.8984375
1960,Drama,4.8984375
1960,Western,4.8984375
1960,Comedy,4.8984375
1960,Drama,4.8984375
1960,Romance,4.8984375
1960,Horror,6.6015625
1960,Horror,5.8984375
1960,Thriller,5.8984375
1960,Drama,5.6015625
1960,Crime,5.19921875
1960,Western,5.19921875
1960,Action,6.5
1960,Western,6.5
1960,Action,5.8984375
1960,Drama,5.8984375
1960,Romance,5.8984375
1960,Western,5.8984375
1960,Drama,7.19921875
1960,Family,7.19921875
1960,Thriller,5.69921875
1960,Comedy,6.0
1960,Action,6.19921875
1960,Adventure,6.19921875
1960,Drama,6.19921875
1960,History,6.19921875
1960,Western,6.19921875
1960,Action,4.8984375
1960,Drama,4.8984375
1960,Foreign,4.8984375
1960,History,4.8984375
1960,War,4.8984375
1960,Drama,6.80078125
1960,History,6.80078125
1960,Adventure,6.0
1960,Fantasy,6.0
1960,Science Fiction,6.0
1960,Drama,6.30078125
1960,Comedy,6.0
1960,Horror,7.0
1960,Science Fiction,7.0
1960,Comedy,7.0
1960,Family,7.0
1960,Horror,5.5
1960,Comedy,7.19921875
1960,Romance,7.19921875
1960,Horror,6.1015625
1960,Action,6.1015625
1960,Drama,6.1015625
1960,History,6.1015625
1960,War,6.1015625
1961,Adventure,6.6015625
1961,Animation,6.6015625
1961,Comedy,6.6015625
1961,Family,6.6015625
1961,Comedy,7.3984375
1961,Drama,7.3984375
1961,Romance,7.3984375
1961,Music,6.6015625
1961,Crime,6.6015625
1961,Drama,6.6015625
1961,Action,7.0
1961,Adventure,7.0
1961,Drama,7.0
1961,War,7.0
1961,Drama,6.80078125
1961,Crime,6.80078125
1961,Mystery,6.80078125
1961,Comedy,6.80078125
1961,Drama,6.69921875
1961,History,6.69921875
1961,Comedy,6.3984375
1961,Family,6.3984375
1961,Western,6.19921875
1961,Action,6.19921875
1961,Adventure,6.19921875
1961,Action,6.6015625
1961,Drama,6.6015625
1961,History,6.6015625
1961,Romance,6.6015625
1961,War,6.6015625
1961,Horror,6.6015625
1961,Drama,7.30078125
1961,Drama,5.8984375
1961,Drama,6.19921875
1961,Action,6.19921875
1961,Romance,6.19921875
1961,Comedy,6.30078125
1961,Family,6.30078125
1961,Science Fiction,6.30078125
1961,Horror,6.30078125
1961,Action,6.30078125
1961,Adventure,6.30078125
1961,Science Fiction,6.30078125
1961,Drama,5.19921875
1961,Romance,5.19921875
1961,Horror,7.0
1961,Drama,7.0
1961,Western,6.1015625
1961,Action,6.1015625
1961,Comedy,7.5
1961,Family,7.5
1961,Comedy,5.80078125
1961,Romance,5.80078125
1961,Adventure,6.0
1961,Drama,6.0
1961,History,6.0
1961,Comedy,6.1015625
1961,Drama,6.1015625
1961,Comedy,5.80078125
1961,Music,5.80078125
1961,Romance,5.80078125
1961,Fantasy,5.30078125
1961,Drama,5.30078125
1961,Action,5.30078125
1961,Foreign,5.30078125
1961,Adventure,5.30078125
1961,Science Fiction,7.19921875
1961,Drama,7.19921875
1961,Comedy,7.19921875
1961,Western,5.30078125
1961,Romance,6.30078125
1961,Drama,6.30078125
1962,Adventure,6.69921875
1962,Action,6.69921875
1962,Thriller,6.69921875
1962,Adventure,7.5
1962,Drama,7.5
1962,History,7.5
1962,War,7.5
1962,Drama,6.8984375
1962,Romance,6.8984375
1962,Crime,7.69921875
1962,Drama,7.69921875
1962,Mystery,7.0
1962,Thriller,7.0
1962,Action,5.0
1962,Adventure,5.0
1962,Comedy,5.0
1962,Drama,7.0
1962,Thriller,7.0
1962,Western,6.1015625
1962,Action,6.1015625
1962,Adventure,6.1015625
1962,Drama,6.1015625
1962,Adventure,6.0
1962,Drama,6.0
1962,History,6.0
1962,Romance,6.0
1962,Western,7.1015625
1962,Crime,5.8984375
1962,Thriller,5.8984375
1962,Drama,6.69921875
1962,Comedy,5.3984375
1962,Music,5.3984375
1962,Family,5.3984375
1962,Adventure,5.0
1962,Drama,5.0
1962,Horror,5.0
1962,Drama,6.80078125
1962,Thriller,6.80078125
1962,Crime,6.0
1962,Drama,6.0
1962,Drama,6.3984375
1962,Fantasy,6.5
1962,Drama,6.5
1962,Comedy,6.5
1962,Romance,6.5
1962,Foreign,6.5
1962,Action,6.8984375
1962,Drama,6.8984375
1962,History,6.8984375
1962,War,6.8984375
1962,Horror,4.8984375
1962,Science Fiction,4.8984375
1962,Drama,7.0
1962,Romance,7.0
1962,Drama,6.80078125
1962,Thriller,6.19921875
1962,Comedy,6.19921875
1962,Horror,6.19921875
1962,Mystery,6.19921875
1962,Drama,5.6015625
1962,Science Fiction,5.6015625
1962,Thriller,5.6015625
1962,Drama,5.80078125
1962,Mystery,5.80078125
1962,Horror,5.80078125
1962,Action,5.8984375
1962,Adventure,5.8984375
1962,Drama,5.8984375
1962,Family,5.8984375
1962,Horror,6.8984375
1962,Mystery,6.8984375
1962,Action,7.30078125
1962,Western,7.30078125
1962,Drama,7.0
1962,Comedy,5.6015625
1962,Romance,5.6015625
1963,Action,6.69921875
1963,Thriller,6.69921875
1963,Adventure,6.69921875
1963,Animation,6.69921875
1963,Family,6.69921875
1963,Horror,7.0
1963,Comedy,7.5
1963,Mystery,7.5
1963,Romance,7.5
1963,Thriller,7.5
1963,Comedy,6.30078125
1963,Drama,6.30078125
1963,History,6.30078125
1963,Romance,6.30078125
1963,Comedy,6.5
1963,Adventure,6.5
1963,Action,6.5
1963,Crime,6.5
1963,Comedy,6.80078125
1963,Crime,6.80078125
1963,Adventure,7.5
1963,Drama,7.5
1963,History,7.5
1963,Thriller,7.5
1963,War,7.5
1963,Mystery,6.69921875
1963,Horror,6.69921875
1963,Thriller,6.69921875
1963,Adventure,6.3984375
1963,Drama,6.3984375
1963,Foreign,6.3984375
1963,Thriller,6.3984375
1963,Comedy,6.80078125
1963,Romance,6.80078125
1963,Drama,5.3984375
1963,Thriller,5.3984375
1963,Crime,5.3984375
1963,Mystery,5.3984375
1963,Comedy,5.3984375
1963,Horror,6.0
1963,Science Fiction,6.0
1963,Thriller,6.0
1963,Action,7.0
1963,Drama,7.0
1963,Western,7.0
1963,Adventure,5.3984375
1963,Comedy,5.3984375
1963,History,5.3984375
1963,Romance,5.3984375
1963,Comedy,5.8984375
1963,Fantasy,5.8984375
1963,Horror,5.8984375
1963,Adventure,6.0
1963,Comedy,6.0
1963,Romance,6.0
1963,Drama,5.8984375
1963,Mystery,5.8984375
1963,Thriller,5.8984375
1963,Action,5.6015625
1963,Drama,5.6015625
1963,History,5.6015625
1963,Horror,5.0
1963,Thriller,5.0
1963,Drama,7.30078125
1963,Foreign,7.30078125
1963,Comedy,6.69921875
1963,Romance,6.69921875
1963,Family,6.69921875
1963,Drama,5.80078125
1963,Comedy,5.69921875
1963,Romance,5.69921875
1963,Western,5.69921875
1963,Adventure,6.80078125
1963,Family,6.80078125
1963,Fantasy,6.80078125
1963,Horror,6.30078125
1963,Science Fiction,6.30078125
1963,Thriller,6.30078125
1963,Romance,6.0
1963,Comedy,6.0
1963,Drama,6.0
1963,Horror,6.1015625
1963,Drama,6.19921875
1963,Comedy,5.0
1963,Drama,5.0
1963,Drama,6.5
1963,Mystery,6.5
1963,Crime,6.5
1963,Horror,6.69921875
1963,Mystery,6.69921875
1963,Horror,6.69921875
1964,Adventure,7.0
1964,Action,7.0
1964,Thriller,7.0
1964,Drama,7.69921875
1964,Comedy,7.69921875
1964,War,7.69921875
1964,Comedy,7.19921875
1964,Music,7.19921875
1964,Family,7.19921875
1964,Fantasy,7.19921875
1964,Comedy,6.8984375
1964,Music,6.8984375
1964,Animation,6.80078125
1964,Family,6.80078125
1964,Crime,7.19921875
1964,Drama,7.19921875
1964,Mystery,7.19921875
1964,Thriller,7.19921875
1964,Drama,7.1015625
1964,Family,7.1015625
1964,Music,7.1015625
1964,Romance,7.1015625
1964,Comedy,7.1015625
1964,Crime,7.1015625
1964,Horror,6.3984375
1964,Science Fiction,6.3984375
1964,Drama,6.30078125
1964,Horror,6.30078125
1964,Drama,6.69921875
1964,Thriller,6.69921875
1964,Crime,6.69921875
1964,Mystery,6.69921875
1964,Comedy,6.69921875
1964,Drama,6.8984375
1964,History,6.8984375
1964,Thriller,6.8984375
1964,Action,6.6015625
1964,Drama,6.6015625
1964,History,6.6015625
1964,War,6.6015625
1964,Comedy,4.80078125
1964,Romance,4.80078125
1964,Comedy,6.1015625
1964,Animation,6.1015625
1964,Comedy,6.1015625
1964,Family,6.1015625
1964,Fantasy,6.1015625
1964,Science Fiction,6.1015625
1964,Thriller,6.80078125
1964,Action,6.80078125
1964,War,6.80078125
1964,Comedy,5.69921875
1964,Drama,5.69921875
1964,Music,5.69921875
1964,Romance,5.69921875
1964,Crime,6.30078125
1964,Drama,6.30078125
1964,Horror,6.0
1964,Fantasy,6.0
1964,Action,6.3984375
1964,Drama,6.3984375
1964,Thriller,6.3984375
1964,Comedy,5.8984375
1964,Romance,5.8984375
1964,Drama,6.80078125
1964,Adventure,6.6015625
1964,Drama,6.6015625
1964,Drama,5.69921875
1964,Romance,5.69921875
1964,Crime,4.69921875
1964,Drama,4.69921875
1964,Mystery,4.69921875
1964,Drama,6.3984375
1964,Science Fiction,6.3984375
1964,Crime,6.69921875
1964,Drama,6.69921875
1964,Thriller,6.69921875
1964,Thriller,6.3984375
1964,Drama,6.3984375
1964,Crime,6.3984375
1964,Drama,5.6015625
1964,Foreign,5.6015625
1964,Horror,5.6015625
1964,Adventure,5.19921875
1964,Comedy,5.19921875
1964,Crime,5.19921875
1964,Comedy,4.8984375
1964,Romance,4.8984375
1964,Adventure,6.30078125
1964,Comedy,6.30078125
1964,Romance,6.30078125
1964,Comedy,6.5
1964,Romance,6.5
1964,Western,5.5
1964,Action,5.5
1964,Adventure,5.69921875
1964,Science Fiction,5.69921875
1964,Music,5.19921875
1964,Comedy,5.19921875
1964,Crime,5.19921875
1964,Comedy,4.6015625
1964,Romance,4.6015625
1964,Drama,6.6015625
1964,History,6.6015625
1964,Crime,5.30078125
1964,Drama,5.30078125
1964,Horror,5.30078125
1964,Mystery,5.30078125
1964,Thriller,5.30078125
1964,Horror,6.5
1965,Adventure,6.30078125
1965,Action,6.30078125
1965,Thriller,6.30078125
1965,Drama,7.19921875
1965,Family,7.19921875
1965,Music,7.19921875
1965,Romance,7.19921875
1965,Drama,6.8984375
1965,Romance,6.8984375
1965,War,6.8984375
1965,Action,6.6015625
1965,Adventure,6.6015625
1965,Comedy,6.6015625
1965,Animation,7.6015625
1965,Family,7.6015625
1965,Comedy,7.6015625
1965,TV Movie,7.6015625
1965,Crime,6.6015625
1965,Drama,6.6015625
1965,Thriller,6.6015625
1965,Mystery,6.6015625
1965,Horror,5.8984375
1965,War,6.6015625
1965,Drama,6.6015625
1965,Adventure,6.30078125
1965,Drama,6.30078125
1965,Comedy,6.69921875
1965,Music,6.69921875
1965,Action,6.8984375
1965,Adventure,6.8984375
1965,Drama,6.8984375
1965,Western,6.8984375
1965,Thriller,6.6015625
1965,Action,6.3984375
1965,Crime,6.3984375
1965,Drama,6.80078125
1965,Comedy,6.0
1965,Romance,6.0
1965,Action,6.19921875
1965,Drama,6.19921875
1965,History,6.19921875
1965,Thriller,6.19921875
1965,War,6.19921875
1965,Action,5.69921875
1965,Thriller,5.69921875
1965,War,5.69921875
1965,Drama,6.3984375
1965,Thriller,6.3984375
1965,Comedy,6.3984375
1965,Science Fiction,6.3984375
1965,Drama,7.19921875
1965,War,7.19921875
1965,Action,5.3984375
1965,Adventure,5.3984375
1965,Drama,5.3984375
1965,Western,5.3984375
1965,Action,5.6015625
1965,Drama,5.6015625
1965,History,5.6015625
1965,Drama,5.80078125
1965,Romance,5.80078125
1965,Drama,6.0
1965,History,6.0
1965,War,6.0
1965,Drama,7.1015625
1965,Horror,7.1015625
1965,Thriller,7.1015625
1965,Thriller,5.30078125
1965,Horror,5.30078125
1965,Thriller,5.5
1965,Mystery,5.5
1965,Drama,5.69921875
1965,History,5.69921875
1965,Comedy,6.30078125
1965,Western,6.30078125
1965,Drama,6.3984375
1965,Action,5.19921875
1965,Adventure,5.19921875
1965,War,5.19921875
1965,Western,5.19921875
1965,War,4.5
1965,Drama,4.5
1965,Romance,4.5
1965,Comedy,5.8984375
1965,Drama,5.8984375
1965,Family,5.8984375
1965,Horror,4.3984375
1965,Mystery,4.3984375
1965,Thriller,4.3984375
1966,Animation,7.1015625
1966,Family,7.1015625
1966,Comedy,7.1015625
1966,Drama,6.80078125
1966,Science Fiction,6.80078125
1966,Drama,7.5
1966,Action,5.6015625
1966,Adventure,5.6015625
1966,Fantasy,5.6015625
1966,Drama,5.80078125
1966,Drama,6.80078125
1966,Mystery,6.80078125
1966,Thriller,6.80078125
1966,Drama,6.30078125
1966,History,6.30078125
1966,Family,5.8984375
1966,Adventure,5.8984375
1966,Comedy,5.8984375
1966,Science Fiction,5.8984375
1966,Crime,5.8984375
1966,Mystery,6.30078125
1966,Thriller,6.30078125
1966,Action,6.8984375
1966,Western,6.8984375
1966,Comedy,6.69921875
1966,Drama,6.69921875
1966,Foreign,6.69921875
1966,Thriller,6.69921875
1966,Romance,6.3984375
1966,Comedy,6.3984375
1966,Action,5.6015625
1966,Adventure,5.6015625
1966,Thriller,5.6015625
1966,Comedy,7.30078125
1966,Crime,7.30078125
1966,Romance,7.30078125
1966,Action,5.1015625
1966,Western,5.1015625
1966,Action,7.0
1966,Adventure,7.0
1966,Drama,7.0
1966,War,7.0
1966,Romance,7.0
1966,Comedy,5.80078125
1966,Romance,5.80078125
1966,War,5.5
1966,Action,5.5
1966,Adventure,5.5
1966,Drama,5.5
1966,Action,6.0
1966,Adventure,6.0
1966,Western,6.0
1966,Family,7.19921875
1966,Animation,7.19921875
1966,Thriller,5.69921875
1966,Western,5.5
1966,Adventure,5.80078125
1966,Drama,5.80078125
1966,War,5.80078125
1966,History,5.80078125
1966,Action,5.80078125
1966,Adventure,5.6015625
1966,Comedy,5.6015625
1966,Fantasy,5.6015625
1966,Science Fiction,5.6015625
1966,Comedy,5.8984375
1966,Western,5.8984375
1966,Horror,5.69921875
1966,Science Fiction,5.30078125
1966,Horror,5.30078125
1966,Adventure,6.69921875
1966,Science Fiction,6.69921875
1966,Action,6.1015625
1966,Comedy,6.1015625
1966,Crime,6.1015625
1966,Action,6.0
1966,Drama,6.0
1966,Thriller,6.0
1966,Crime,6.0
1966,Mystery,6.0
1966,Adventure,6.6015625
1966,Drama,6.6015625
1966,Action,6.6015625
1966,Family,6.6015625
1966,Foreign,6.6015625
1966,Western,6.0
1966,Thriller,6.0
1966,Drama,6.0
1966,Crime,6.0
1966,Comedy,6.1015625
1966,Family,6.1015625
1966,Mystery,6.1015625
1966,Romance,6.1015625
1966,Comedy,5.69921875
1966,Drama,5.69921875
1966,Family,5.69921875
1966,Action,5.8984375
1966,Western,5.8984375
1966,Comedy,5.5
1966,War,5.5
1966,Mystery,6.6015625
1966,Science Fiction,6.6015625
1966,Thriller,6.6015625
1966,Drama,6.6015625
1966,Comedy,7.0
1966,Documentary,7.3984375
1966,Action,5.69921875
1966,Adventure,5.69921875
1966,Drama,5.69921875
1966,Mystery,6.5
1966,Comedy,6.5
1966,Action,5.3984375
1966,Comedy,5.3984375
1966,Horror,1.5
1967,Family,7.0
1967,Animation,7.0
1967,Adventure,7.0
1967,Comedy,7.5
1967,Drama,7.5
1967,Romance,7.5
1967,Adventure,5.3984375
1967,Action,5.3984375
1967,Comedy,5.3984375
1967,Action,6.19921875
1967,Thriller,6.19921875
1967,Adventure,6.19921875
1967,Crime,7.6015625
1967,Drama,7.6015625
1967,Drama,6.8984375
1967,Romance,6.8984375
1967,Crime,7.19921875
1967,Drama,7.19921875
1967,Crime,7.5
1967,Drama,7.5
1967,Thriller,7.5
1967,Comedy,6.69921875
1967,Horror,6.69921875
1967,Comedy,6.80078125
1967,Thriller,4.6015625
1967,Action,7.19921875
1967,Adventure,7.19921875
1967,War,7.19921875
1967,Crime,7.0
1967,Drama,7.0
1967,Mystery,7.0
1967,Thriller,7.0
1967,Drama,6.1015625
1967,Action,6.1015625
1967,Thriller,6.1015625
1967,Crime,6.1015625
1967,Mystery,6.1015625
1967,Drama,7.19921875
1967,Comedy,7.3984375
1967,Drama,7.3984375
1967,Romance,7.3984375
1967,Horror,5.30078125
1967,Science Fiction,5.30078125
1967,Crime,6.8984375
1967,Drama,6.8984375
1967,Comedy,5.19921875
1967,Drama,5.19921875
1967,Romance,5.19921875
1967,Comedy,5.8984375
1967,Adventure,5.1015625
1967,Fantasy,5.1015625
1967,Comedy,5.1015625
1967,Family,5.1015625
1967,Music,5.1015625
1967,Action,6.5
1967,Drama,6.5
1967,Western,6.5
1967,Music,6.19921875
1967,Drama,6.19921875
1967,Romance,6.19921875
1967,Comedy,6.8984375
1967,Romance,6.8984375
1967,Comedy,6.69921875
1967,Drama,6.69921875
1967,Romance,6.69921875
1967,Action,6.69921875
1967,Adventure,6.69921875
1967,Crime,6.69921875
1967,Drama,6.69921875
1967,Mystery,6.69921875
1967,Western,6.30078125
1967,Comedy,5.3984375
1967,Romance,5.3984375
1967,Horror,6.30078125
1967,Comedy,6.30078125
1967,Science Fiction,6.30078125
1967,Fantasy,5.69921875
1967,Comedy,5.69921875
1967,Romance,5.69921875
1967,Documentary,6.8984375
1967,Music,6.8984375
1967,Fantasy,5.5
1967,Comedy,5.5
1967,Family,5.5
1967,Comedy,5.5
1967,Music,5.5
1967,Romance,5.5
1967,Horror,5.3984375
1967,Science Fiction,5.3984375
1967,Drama,5.30078125
1967,Romance,5.30078125
1967,Comedy,5.5
1968,Science Fiction,7.69921875
1968,Mystery,7.69921875
1968,Adventure,7.69921875
1968,Adventure,7.19921875
1968,Science Fiction,7.19921875
1968,Mystery,7.19921875
1968,Horror,7.19921875
1968,Crime,6.6015625
1968,Drama,6.6015625
1968,Mystery,6.6015625
1968,Thriller,6.6015625
1968,Science Fiction,5.3984375
1968,Action,6.69921875
1968,Crime,6.69921875
1968,Drama,6.69921875
1968,Thriller,6.69921875
1968,Comedy,5.80078125
1968,Family,5.80078125
1968,Fantasy,5.80078125
1968,Drama,6.8984375
1968,History,6.8984375
1968,Horror,7.30078125
1968,Drama,7.30078125
1968,Mystery,7.30078125
1968,Animation,7.0
1968,Fantasy,7.0
1968,Music,7.0
1968,Drama,6.19921875
1968,Family,6.19921875
1968,Music,6.19921875
1968,Western,6.30078125
1968,Adventure,6.8984375
1968,Drama,6.8984375
1968,Action,6.8984375
1968,History,6.8984375
1968,War,6.8984375
1968,Comedy,7.1015625
1968,Romance,7.0
1968,Crime,7.0
1968,Thriller,7.0
1968,Drama,7.0
1968,Comedy,7.30078125
1968,Drama,7.0
1968,Romance,7.0
1968,Horror,6.19921875
1968,War,5.6015625
1968,Drama,5.6015625
1968,Adventure,6.6015625
1968,Fantasy,6.6015625
1968,Comedy,6.6015625
1968,Family,6.6015625
1968,Drama,5.5
1968,Fantasy,6.1015625
1968,Comedy,6.1015625
1968,Family,6.1015625
1968,Crime,6.30078125
1968,Drama,6.30078125
1968,Romance,6.30078125
1968,Thriller,6.30078125
1968,Drama,6.6015625
1968,Comedy,6.6015625
1968,Music,6.6015625
1968,Romance,6.6015625
1968,Drama,6.0
1968,Animation,6.0
1968,Drama,6.5
1968,War,6.0
1968,Comedy,5.69921875
1968,Drama,5.69921875
1968,Family,5.69921875
1968,War,6.30078125
1968,Action,6.30078125
1968,Action,5.5
1968,Adventure,5.5
1968,Romance,5.5
1968,Drama,6.19921875
1968,Horror,6.19921875
1968,History,6.19921875
1968,Action,5.8984375
1968,Crime,5.8984375
1968,Drama,5.8984375
1968,Thriller,5.8984375
1968,Action,5.69921875
1968,Drama,5.69921875
1968,Comedy,5.5
1968,Fantasy,5.5
1968,Drama,6.0
1968,Romance,6.0
1968,Science Fiction,6.0
1968,Animation,5.8984375
1969,Adventure,6.3984375
1969,Action,6.3984375
1969,Thriller,6.3984375
1969,History,7.0
1969,Drama,7.0
1969,Western,7.0
1969,Crime,7.0
1969,Action,6.6015625
1969,Adventure,6.6015625
1969,Crime,6.6015625
1969,Drama,6.6015625
1969,Drama,7.0
1969,Adventure,7.19921875
1969,Western,7.19921875
1969,Comedy,6.8984375
1969,Crime,6.8984375
1969,Action,6.1015625
1969,Drama,6.1015625
1969,History,6.1015625
1969,War,6.1015625
1969,Action,5.69921875
1969,Drama,5.69921875
1969,Mystery,5.69921875
1969,Thriller,5.69921875
1969,Family,6.69921875
1969,Animation,6.69921875
1969,TV Movie,6.69921875
1969,Drama,6.69921875
1969,Drama,5.1015625
1969,Action,5.1015625
1969,Comedy,5.1015625
1969,Western,5.1015625
1969,Music,5.1015625
1969,Comedy,5.80078125
1969,Family,5.80078125
1969,Music,5.80078125
1969,Romance,5.80078125
1969,Drama,7.30078125
1969,Action,6.19921875
1969,Western,6.19921875
1969,Animation,5.1015625
1969,Comedy,5.1015625
1969,Family,5.1015625
1969,Comedy,5.8984375
1969,Family,5.8984375
1969,Drama,7.0
1969,Western,7.0
1969,Adventure,7.0
1969,Drama,5.0
1969,Romance,5.0
1969,Thriller,3.900390625
1969,Fantasy,3.900390625
1969,Action,3.900390625
1969,Science Fiction,3.900390625
1969,Western,3.900390625
1969,Comedy,6.3984375
1969,Western,6.3984375
1969,Action,5.1015625
1969,History,5.1015625
1969,War,5.1015625
1969,Comedy,6.0
1969,Action,4.6015625
1969,Comedy,4.6015625
1969,Drama,4.6015625
1969,Romance,4.6015625
1969,War,4.6015625
1969,Action,4.0
1969,Adventure,4.0
1969,Comedy,4.0
1969,Fantasy,4.0
1969,Science Fiction,4.0
1969,Horror,5.30078125
1969,Drama,5.80078125
1969,Science Fiction,5.69921875
1969,Drama,5.5
1969,Comedy,6.3984375
1970,Animation,7.0
1970,Comedy,7.0
1970,Family,7.0
1970,Adventure,7.0
1970,Adventure,5.8984375
1970,Science Fiction,5.8984375
1970,Mystery,5.8984375
1970,Comedy,6.80078125
1970,Drama,6.80078125
1970,War,6.80078125
1970,Action,6.69921875
1970,Adventure,6.69921875
1970,Comedy,6.69921875
1970,Drama,6.69921875
1970,War,6.69921875
1970,Horror,6.3984375
1970,Drama,6.8984375
1970,History,6.8984375
1970,War,6.8984375
1970,Drama,6.6015625
1970,Romance,6.6015625
1970,Drama,7.0
1970,Romance,7.0
1970,History,6.6015625
1970,Action,6.6015625
1970,Drama,6.6015625
1970,Adventure,6.6015625
1970,War,6.6015625
1970,Comedy,6.19921875
1970,Drama,6.19921875
1970,Thriller,6.19921875
1970,Western,6.30078125
1970,Action,6.19921875
1970,Drama,6.19921875
1970,Thriller,6.19921875
1970,Drama,6.5
1970,Romance,6.5
1970,Horror,6.3984375
1970,Crime,6.3984375
1970,TV Movie,6.5
1970,Animation,6.5
1970,Family,6.5
1970,Fantasy,6.5
1970,War,6.69921875
1970,Comedy,6.69921875
1970,Drama,6.69921875
1970,Action,7.19921875
1970,Comedy,7.19921875
1970,Drama,7.19921875
1970,Western,7.19921875
1970,Science Fiction,6.6015625
1970,Thriller,6.6015625
1970,Action,7.1015625
1970,Drama,7.1015625
1970,Romance,7.1015625
1970,Western,7.1015625
1970,Comedy,6.1015625
1970,Fantasy,5.80078125
1970,Drama,5.80078125
1970,Family,5.80078125
1970,Horror,6.3984375
1970,Music,6.19921875
1970,Drama,6.19921875
1970,Crime,6.19921875
1970,Drama,6.80078125
1970,Horror,4.30078125
1970,Documentary,6.19921875
1970,Music,6.19921875
1970,Action,7.30078125
1970,Comedy,7.30078125
1970,Western,7.30078125
1970,Comedy,6.5
1970,Action,6.6015625
1970,Adventure,6.6015625
1970,Drama,6.6015625
1970,Western,6.6015625
1970,Documentary,7.6015625
1970,Music,7.6015625
1970,Action,6.69921875
1970,Western,6.69921875
1970,Documentary,6.30078125
1970,Music,6.30078125
1970,Action,5.69921875
1970,Western,5.69921875
1970,Romance,6.1015625
1970,Drama,6.1015625
1970,Comedy,6.1015625
1970,Adventure,6.69921875
1970,Comedy,6.69921875
1970,Crime,6.69921875
1970,Mystery,6.69921875
1970,Romance,6.69921875
1970,Action,6.19921875
1970,Drama,6.19921875
1970,Foreign,6.19921875
1970,History,6.19921875
1970,Horror,6.5
1970,Mystery,7.5
1970,Thriller,7.5
1970,Crime,6.30078125
1970,Fantasy,6.30078125
1970,Science Fiction,6.30078125
1970,Thriller,6.30078125
1970,Action,6.69921875
1970,Comedy,6.69921875
1970,Drama,6.69921875
1970,Western,6.69921875
1971,Science Fiction,7.69921875
1971,Drama,7.69921875
1971,Family,7.19921875
1971,Fantasy,7.19921875
1971,Adventure,6.19921875
1971,Action,6.19921875
1971,Thriller,6.19921875
1971,Science Fiction,6.19921875
1971,Comedy,6.6015625
1971,Drama,6.6015625
1971,Romance,6.6015625
1971,Action,7.19921875
1971,Crime,7.19921875
1971,Thriller,7.19921875
1971,Action,6.19921875
1971,Science Fiction,6.19921875
1971,Crime,6.80078125
1971,Drama,6.80078125
1971,Thriller,6.80078125
1971,Mystery,6.80078125
1971,Action,5.69921875
1971,Science Fiction,5.69921875
1971,Thriller,5.69921875
1971,Adventure,6.6015625
1971,Fantasy,6.6015625
1971,Animation,6.6015625
1971,Comedy,6.6015625
1971,Family,6.6015625
1971,Drama,6.1015625
1971,Mystery,6.1015625
1971,Science Fiction,6.1015625
1971,Thriller,6.1015625
1971,Comedy,7.3984375
1971,Drama,7.3984375
1971,Romance,7.3984375
1971,Action,7.0
1971,Crime,7.0
1971,Thriller,7.0
1971,Crime,5.80078125
1971,Drama,5.80078125
1971,Romance,5.80078125
1971,Thriller,5.80078125
1971,Comedy,6.8984375
1971,Drama,6.5
1971,Western,6.5
1971,Crime,6.5
1971,Drama,6.0
1971,Romance,6.0
1971,Horror,7.0
1971,Action,7.0
1971,Mystery,7.0
1971,Thriller,7.0
1971,Crime,7.0
1971,Thriller,7.0
1971,Comedy,6.5
1971,Drama,7.1015625
1971,Thriller,7.1015625
1971,War,6.3984375
1971,Drama,6.3984375
1971,History,6.3984375
1971,Science Fiction,6.69921875
1971,Thriller,6.69921875
1971,Action,6.3984375
1971,Western,6.3984375
1971,Drama,5.80078125
1971,Adventure,7.1015625
1971,Drama,7.1015625
1971,Adventure,6.19921875
1971,Action,6.19921875
1971,Thriller,6.19921875
1971,Crime,6.19921875
1971,Western,7.3984375
1971,Drama,6.6015625
1971,Music,6.6015625
1971,Romance,6.6015625
1971,Drama,7.0
1971,Action,7.1015625
1971,Thriller,7.1015625
1971,Drama,7.1015625
1971,Western,6.80078125
1971,Horror,6.1015625
1971,Mystery,6.1015625
1971,Action,6.3984375
1971,Crime,6.3984375
1971,Drama,6.3984375
1971,Thriller,6.3984375
1971,Drama,6.80078125
1971,Mystery,6.1015625
1971,War,7.0
1971,Drama,7.0
1971,Action,6.80078125
1971,Drama,6.80078125
1971,Drama,7.3984375
1971,Romance,7.3984375
1971,War,7.3984375
1971,Horror,5.30078125
1971,Drama,6.80078125
1971,TV Movie,6.80078125
1971,Drama,5.1015625
1971,Adventure,5.1015625
1971,Western,5.1015625
1971,Drama,6.6015625
1971,Thriller,6.6015625
1971,Comedy,5.8984375
